,tokenized,detoken
1544,"['휴대폰', '결제', '실패', '모바일', '교통카드', '결제', '실패', '신용카드', '요구', '정보', '많아서', '포기', '어플', '쓰레기']",휴대폰 결제 실패 모바일 교통카드 결제 실패 신용카드 요구 정보 많아서 포기 어플 쓰레기
1545,"['아이디', '비밀번호', '시간', '낭비', '했넹']",아이디 비밀번호 시간 낭비 했넹
1546,"['비', '회원', '로그인', '있는데', '로그인', '없는', '설명', '없고', '등록', '같네요', '어플', '고하', '종료', '버튼', '있는것도', '뒤로가기', '종료', '안되', '어이', '없는', '상황', '정부', '진행', '사이트', '어플', '이나', '적당', '해먹', '사람', '양심', '없네요', '인도', '자전거', '불법', '자전거', '도로', '기획', '신하']",비 회원 로그인 있는데 로그인 없는 설명 없고 등록 같네요 어플 고하 종료 버튼 있는것도 뒤로가기 종료 안되 어이 없는 상황 정부 진행 사이트 어플 이나 적당 해먹 사람 양심 없네요 인도 자전거 불법 자전거 도로 기획 신하
1547,"['어플', '실행', '답답함']",어플 실행 답답함
1548,"['완전', '좋아']",완전 좋아
1549,"['오류', '너', '무심', '초과', '금액', '자동', '결제', '수단', '변경', '실패', '다시', '찝찝하게']",오류 너 무심 초과 금액 자동 결제 수단 변경 실패 다시 찝찝하게
1550,"['결제', '안되', '거지', '같아요']",결제 안되 거지 같아요
1551,"['자전거', '대여', '어플', '결제', '단계', '오류', '면', '답', '없다', '결제', '대기', '신용카드', '핸드폰', '결제', '안되']",자전거 대여 어플 결제 단계 오류 면 답 없다 결제 대기 신용카드 핸드폰 결제 안되
1552,['세금'],세금
1553,"['편', '리하', '사용', '있', '생각', '많은', '있지', '반납', '문자', '좋겠다', '깜빡', '안되', '체', '집', '시간', '뒤', '문자', '옴', '반납', '문자', '시간', '초과', '좋겠음', '지금', '초과', '요금', '내야', '함']",편 리하 사용 있 생각 많은 있지 반납 문자 좋겠다 깜빡 안되 체 집 시간 뒤 문자 옴 반납 문자 시간 초과 좋겠음 지금 초과 요금 내야 함
1554,"['어플', '누가', '관리', '최악', '비', '회원', '로그인', '비밀번호', '치', '게', '말', '애초', '비회', '원', '구매', '가라', '표기', '또', '결', '결제', '려니', '에러메시지', '계속', '진짜', '쓰레기', '국민', '상대로', '어플', '이면', '신경']",어플 누가 관리 최악 비 회원 로그인 비밀번호 치 게 말 애초 비회 원 구매 가라 표기 또 결 결제 려니 에러메시지 계속 진짜 쓰레기 국민 상대로 어플 이면 신경
1555,"['결제', '오류', '계속', '이용', '포', '기합', '기', '본적', '사용자', '경험', '고려', '안되', '구린', '끊임없는', '어플', '오류', '해결', '민간', '기세', '세금', '아까워요']",결제 오류 계속 이용 포 기합 기 본적 사용자 경험 고려 안되 구린 끊임없는 어플 오류 해결 민간 기세 세금 아까워요
1556,"['대학생', '취미', '어도', '듯']",대학생 취미 어도 듯
1557,"['결', '결제', '암', '그냥', '사', '연', '동하', '시지', '로고', '같은', '이미지', '사이즈', '배', '모바일', '픽셀', '안되', '공공기관', '발주', '최소', '이상', '개발', '사람']",결 결제 암 그냥 사 연 동하 시지 로고 같은 이미지 사이즈 배 모바일 픽셀 안되 공공기관 발주 최소 이상 개발 사람
1558,"['느려서', '짜증', '남', '리다', '속']",느려서 짜증 남 리다 속
1559,"['돈', '결제', '대여', '번호', '조회', '안되', '버튼', '눌', '리지', '시간', '돈', '낭비', '좋은', '어플', '추천']",돈 결제 대여 번호 조회 안되 버튼 눌 리지 시간 돈 낭비 좋은 어플 추천
1560,"['쓰래', '기', '어플', '회원가입', '비밀번호', '설정', '만하', '특수문자', '영문', '함']",쓰래 기 어플 회원가입 비밀번호 설정 만하 특수문자 영문 함
1561,"['좋은데', '아직', '메뉴', '구성', '편', '리하', '부분', '있는것', '같고', '지도', '사용', '불편', '함', '있', '위치', '버튼', '필요', '축적', '조', '절하', '대한민국', '전체', '필요', '없어']",좋은데 아직 메뉴 구성 편 리하 부분 있는것 같고 지도 사용 불편 함 있 위치 버튼 필요 축적 조 절하 대한민국 전체 필요 없어
1562,"['회원', '회원가입', '안되', '휴대전화', '인증', '화면', '화이트', '페이지', '일', '시적', '오류']",회원 회원가입 안되 휴대전화 인증 화면 화이트 페이지 일 시적 오류
1563,['좋네요'],좋네요
1564,"['지질', '계속', '오류', '뜸']",지질 계속 오류 뜸
1565,"['어플', '작동']",어플 작동
1566,"['결제', '자꾸', '미결', '어간', '결제', '시간', '오래', '결제', '오류', '빈번', '함']",결제 자꾸 미결 어간 결제 시간 오래 결제 오류 빈번 함
1567,"['나', '지도', '시스템', '개선', '필요성', '있', '필요', '기능', '기', '본적', '사용']",나 지도 시스템 개선 필요성 있 필요 기능 기 본적 사용
1568,"['경로', '보기', '하니', '설정', '위치', '승인', '승인', '안됩니다']",경로 보기 하니 설정 위치 승인 승인 안됩니다
1569,"['강남구', '수서', '세곡', '내곡동', '따릉이', '군데', '없', '동', '두', '군데', '이상', '른', '해외', '자전거', '어플', '훨', '좋아요']",강남구 수서 세곡 내곡동 따릉이 군데 없 동 두 군데 이상 른 해외 자전거 어플 훨 좋아요
1570,"['평이', '이런지', '솔직', '따릉이', '불편', '분', '그냥', '줄', '아보', '노력', '지도', '다만', '아쉬운', '점', '카드', '결제', '카드', '정보', '저장', '두고두고', '있', '도록', '좋았을거', '같네요']",평이 이런지 솔직 따릉이 불편 분 그냥 줄 아보 노력 지도 다만 아쉬운 점 카드 결제 카드 정보 저장 두고두고 있 도록 좋았을거 같네요
1571,"['추', '과금', '모바일', '티머니', '결제', '있게']",추 과금 모바일 티머니 결제 있게
1572,"['공공', '자전거', '어플', '이용', '취지', '좋으나', '어플', '완성', '도나', '사용자', 'UI', '최악', '대여소', '검색', '부터', '구입', '결제', '직관', '이지', '불편', '함', '오류', '대응', '해', '결하', '따릉이', '서비스', '미래', '어둡다']",공공 자전거 어플 이용 취지 좋으나 어플 완성 도나 사용자 UI 최악 대여소 검색 부터 구입 결제 직관 이지 불편 함 오류 대응 해 결하 따릉이 서비스 미래 어둡다
1573,"['로그인', '안되', '아이디', '없다고', '회원', '회원가입', '포기', '함', '비', '회원', '안되', '던데', '거지', '점', '주기도', '아깝다']",로그인 안되 아이디 없다고 회원 회원가입 포기 함 비 회원 안되 던데 거지 점 주기도 아깝다
1574,"['사용', '가능', '이용권', '없다고', '던데', '어떻게', '된거']",사용 가능 이용권 없다고 던데 어떻게 된거
1575,"['직관', '연결', '논리', '정리', '안되', '있는', '산만', '미숙', '어플', '홈페이지', '한시간', '이상', '헤메', '전화', '설명', '사용', '가능']",직관 연결 논리 정리 안되 있는 산만 미숙 어플 홈페이지 한시간 이상 헤메 전화 설명 사용 가능
1576,['좋아요'],좋아요
1577,"['따릉이', '콜센터', '직원', '분', '친절', '여의도', '강남', '강남', '반납', '없', '당황', '래서', '자전거', '방치', '밤새', '요금', '콜센터', '직원', '분', '무슨', '일', '있는거냐고', '사정', '말씀', '강남', '있는', '자전거', '위치', '직접', '아가', '주시', '요금', '합리', '정말', '죄송']",따릉이 콜센터 직원 분 친절 여의도 강남 강남 반납 없 당황 래서 자전거 방치 밤새 요금 콜센터 직원 분 무슨 일 있는거냐고 사정 말씀 강남 있는 자전거 위치 직접 아가 주시 요금 합리 정말 죄송
1578,"['회원', '회원가입', '로그인', '할랬', '아이디', '비밀번호', '다시', '확인', '해달', '비밀번호', '찾기', '없는', '회원정보', '래서', '회원', '회원가입', '다시', '회원', '회원가입', '하니', '회원가입', '회원', '아이디', '찾기', '정', '상적', '아지', '자꾸', '비밀번호', '찾기', '회원정보', '없다고', '주변', '보이', '볼', '어플', '로그인', '안되', '니', '원']",회원 회원가입 로그인 할랬 아이디 비밀번호 다시 확인 해달 비밀번호 찾기 없는 회원정보 래서 회원 회원가입 다시 회원 회원가입 하니 회원가입 회원 아이디 찾기 정 상적 아지 자꾸 비밀번호 찾기 회원정보 없다고 주변 보이 볼 어플 로그인 안되 니 원
1579,"['대여소', '실시간', '현황', '새로고침', '을해', '대여소', '가안', '친구', '아이폰', '친구', '어플', '안드로이드폰', '휴대폰', '왜안', '친구', '휴대폰', '확인', '안해', '대여소', '있는줄', '도모', '르', '사용', '대여소', '위치', '바로', '바로', '최신', '업데이트', '야하는거', '아닌', '가요', '개선']",대여소 실시간 현황 새로고침 을해 대여소 가안 친구 아이폰 친구 어플 안드로이드폰 휴대폰 왜안 친구 휴대폰 확인 안해 대여소 있는줄 도모 르 사용 대여소 위치 바로 바로 최신 업데이트 야하는거 아닌 가요 개선
1580,"['결제', '모바일', '티머니', '자꾸', '시간', '초과']",결제 모바일 티머니 자꾸 시간 초과
1581,"['진짜', '없는', '어플', '예약', '이용', '도', '불편', '구성', '이용', '군', '조차', '불편', '아이디', '비밀번호', '거도', '불편', '아이디', '기억', '안나', '비회', '권', '사려', '있는', '번호', '아이디', '아지', '카드', '결제', '없는', '카드', '있', '마', '불편', '말', '여기', '평이', '안좋은데', '이쯤']",진짜 없는 어플 예약 이용 도 불편 구성 이용 군 조차 불편 아이디 비밀번호 거도 불편 아이디 기억 안나 비회 권 사려 있는 번호 아이디 아지 카드 결제 없는 카드 있 마 불편 말 여기 평이 안좋은데 이쯤
1582,"['좋은', '시스템', '어플', '망치', '부디', 'UX', '디자인', '꼭', '처음', '부터', '다시', '매번', '로그인', '부터', '결제', '오류', '지도', '이용', '자전거', '대여소', '위치', '불편', '지금', '정기권', '구매', '오류', '때문', '안되', '관련', '담당자', '분', '꼭', '상해', '출장', '셔', '모', '바이크', '보시', '벤치마킹', '기', '왕하', '제대로']",좋은 시스템 어플 망치 부디 UX 디자인 꼭 처음 부터 다시 매번 로그인 부터 결제 오류 지도 이용 자전거 대여소 위치 불편 지금 정기권 구매 오류 때문 안되 관련 담당자 분 꼭 상해 출장 셔 모 바이크 보시 벤치마킹 기 왕하 제대로
1583,"['아이디', '찾기', '생', '년월', '일로', '정보', '없다고', '회원', '회원가입', '려면', '게', '아이디', '어디', '전화', '해']",아이디 찾기 생 년월 일로 정보 없다고 회원 회원가입 려면 게 아이디 어디 전화 해
1584,"['서울', '곳곳', '대여소', '정말', '많아서', '여러가지', '방향', '좋은', '취지', '정책', '생각', '어플', '사', '용해', '보고', '몇', '가지', '의견', '자주', '대여소', '현황', '간단', '확인', '있으면', '좋겠습니다', '현재', '어플', '매번', '지도', '직접', '끌', '불편', '마이', '페이지', '주행', '거리', '탄소', '감축', '량', '건', '좋은', '아이디어', '생각', '정보', '어플', '바로', '보이', '거나', '위젯', '통해', '볼', '있게하면', '사람', '성취', '감', '만족감', '있을', '같습니다', '자전거', '이용', '관', '컨텐츠', '전체', '리뷰']",서울 곳곳 대여소 정말 많아서 여러가지 방향 좋은 취지 정책 생각 어플 사 용해 보고 몇 가지 의견 자주 대여소 현황 간단 확인 있으면 좋겠습니다 현재 어플 매번 지도 직접 끌 불편 마이 페이지 주행 거리 탄소 감축 량 건 좋은 아이디어 생각 정보 어플 바로 보이 거나 위젯 통해 볼 있게하면 사람 성취 감 만족감 있을 같습니다 자전거 이용 관 컨텐츠 전체 리뷰
1585,"['시민', '그냥', '재외동포재단', '이인우', '님', '예수님', '이세']",시민 그냥 재외동포재단 이인우 님 예수님 이세
1586,"['회원', '회원가입', '아이디', '비밀번호', '시스템', '최악', '본인', '인증', '하랫', '기존', '아이디', '있다하', '고아', '무말', '없음', '게이', '수준']",회원 회원가입 아이디 비밀번호 시스템 최악 본인 인증 하랫 기존 아이디 있다하 고아 무말 없음 게이 수준
1587,"['업데이트', '안되']",업데이트 안되
1588,['좋아요'],좋아요
1589,"['어플', '갑자기', '버벅', '거리', '로그인', '자체', '안되', '대여']",어플 갑자기 버벅 거리 로그인 자체 안되 대여
1590,"['처음', '어플', '리뷰', '글', '누가', '버전', '스마트폰', '어플', '로딩', '속도', '느리', '거나', '오류', '진행', '사용', '실패', '버스']",처음 어플 리뷰 글 누가 버전 스마트폰 어플 로딩 속도 느리 거나 오류 진행 사용 실패 버스
1591,"['무한', '로딩']",무한 로딩
1592,"['정말', '최악', '입니다', '내핸폰', '잘못', '알', '자전거', '정기권', '보상']",정말 최악 입니다 내핸폰 잘못 알 자전거 정기권 보상
1593,"['어플', '하루', '종일', '로딩', '중이', '카즈', '이제', '인식', '안되', '자전거', '이용', '몰리', '지역', '자전거', '더놓던가', '그것', '정말', '불편']",어플 하루 종일 로딩 중이 카즈 이제 인식 안되 자전거 이용 몰리 지역 자전거 더놓던가 그것 정말 불편
1594,"['진짜', '최악', '계속', '로딩', '메세지', '접속', '수십', '분동', '안되', '안된다', '고객센터', '계속', '통화', '정기권', '추', '소']",진짜 최악 계속 로딩 메세지 접속 수십 분동 안되 안된다 고객센터 계속 통화 정기권 추 소
1595,"['무슨', '어플', '시스템', '변경', '때문', '회원', '회원가입', '하나요', '결제', '이용권', '안되', '게', '답답합니다']",무슨 어플 시스템 변경 때문 회원 회원가입 하나요 결제 이용권 안되 게 답답합니다
1596,"['앱좀', '신경', '자전거', '있는데', '어플', '쓰기', '불편', '느리고', '이상하', '카드', '결제', '어플', '카드', '지원', '좋겠고', '결제', '진행', '느려요', '카드', '번호', '및', '정보', '입력', '방식', '년도', '초반', '에나']",앱좀 신경 자전거 있는데 어플 쓰기 불편 느리고 이상하 카드 결제 어플 카드 지원 좋겠고 결제 진행 느려요 카드 번호 및 정보 입력 방식 년도 초반 에나
1597,"['많은', '어플', '이런', '엉망', '어플', '처음', '입니다', '로그인', '려면', '휴대폰', '인증', '어플', '설치', '구글', '아이디', '래서', '로그인', '안되', '계속', '휴대폰', '인증', '구글', '로그인', '반복', '정말', '시민', '위', '정책', '서울시', '실망', '스럽네요']",많은 어플 이런 엉망 어플 처음 입니다 로그인 려면 휴대폰 인증 어플 설치 구글 아이디 래서 로그인 안되 계속 휴대폰 인증 구글 로그인 반복 정말 시민 위 정책 서울시 실망 스럽네요
1598,['좋다'],좋다
1599,"['어플', '다운', '안됩니다', '세금', '돝', '리도']",어플 다운 안됩니다 세금 돝 리도
1600,"['완전', '최악', '예전', '회원', '회원가입', '그거', '쓰려', '고하', '아이디', '메', '일로', '요즘', '시대', '어플', '처음', '비', '회원', '회원', '있으면', '안된다고', '어플', '덕분', '지각', '고맙습니다', '예전', '부터', '평점', '낮았는데', '선의지', '없고', '그냥']",완전 최악 예전 회원 회원가입 그거 쓰려 고하 아이디 메 일로 요즘 시대 어플 처음 비 회원 회원 있으면 안된다고 어플 덕분 지각 고맙습니다 예전 부터 평점 낮았는데 선의지 없고 그냥
1601,"['회원', '회원가입', '로그인', '안되']",회원 회원가입 로그인 안되
1602,"['회원', '회원가입', '본인', '인증', '여러번', '등록', '안되', '어떡', '하나요']",회원 회원가입 본인 인증 여러번 등록 안되 어떡 하나요
1603,"['최악', '입니다', '회원', '회원가입', '어플', '정책', '입니다', '사정', '인한', '가족', '명의', '휴대폰', '사용', '중인', '회원', '회원가입', '본인', '인증', '연간', '회원', '권', '아닌', '비', '회원', '배', '비싸게', '이용', '답', '서울시', '공식', '입장', '딸릉', '운영', '주체', '장', '이상', '단', '채권', '구입', '타라', '재미', '있네요', '본인', '인증', '휴대폰', '귀속', '애초', '운영', '주체', '운영', '이편', '모양', '입니다', '시스템', '아직', '정도', '안된다니', '심심', '성질', '박원순', '시장님', '서민', '약자', '정책', '상반', '서민이', '사회', '약자', '전체', '리뷰']",최악 입니다 회원 회원가입 어플 정책 입니다 사정 인한 가족 명의 휴대폰 사용 중인 회원 회원가입 본인 인증 연간 회원 권 아닌 비 회원 배 비싸게 이용 답 서울시 공식 입장 딸릉 운영 주체 장 이상 단 채권 구입 타라 재미 있네요 본인 인증 휴대폰 귀속 애초 운영 주체 운영 이편 모양 입니다 시스템 아직 정도 안된다니 심심 성질 박원순 시장님 서민 약자 정책 상반 서민이 사회 약자 전체 리뷰
1604,"['지불', '이용권', '없다고', '짜증']",지불 이용권 없다고 짜증
1605,"['어플', '잘만']",어플 잘만
1606,"['아이디', '확인', '비밀번호', '등록']",아이디 확인 비밀번호 등록
1607,"['음', '평이', '안좋', '은진', '진짜', '편하게', '사용', '있', '어디', '달', '천원', '으루', '편하게', '운동', '대중교통', '비도', '있네요', '집앞', '대여소', '생기', '있는데', '좋겠습니다', '대여소', '문제', '있', '무조건', '대여소', '미리', '알', '아보', '때문', '문제', '없습니다', '알', '아보', '건', '당', '연한', '아닌', '가요']",음 평이 안좋 은진 진짜 편하게 사용 있 어디 달 천원 으루 편하게 운동 대중교통 비도 있네요 집앞 대여소 생기 있는데 좋겠습니다 대여소 문제 있 무조건 대여소 미리 알 아보 때문 문제 없습니다 알 아보 건 당 연한 아닌 가요
1608,"['진짜', '어이', '없음', '멋대로', '반납', '돈', '아까워서', '다시', '진짜', '돈', '만날', '렸']",진짜 어이 없음 멋대로 반납 돈 아까워서 다시 진짜 돈 만날 렸
1609,"['한마디', '진짜', '같은', '어플', '계속', '결제', '오류', '대여', '포기', '나중', '보', '돈', '결제', '고객센터', '전화', '안되', '진짜', '최악']",한마디 진짜 같은 어플 계속 결제 오류 대여 포기 나중 보 돈 결제 고객센터 전화 안되 진짜 최악
1610,"['어플', '로딩', '중이', '문구', '열', '리지', '진짜', '어플', '개발자', '누', '구입', '오류', '많고', '평가', '개판', '서울시', '퀼리티', '민원']",어플 로딩 중이 문구 열 리지 진짜 어플 개발자 누 구입 오류 많고 평가 개판 서울시 퀼리티 민원
1611,"['어플', '피', '같은', '세금', '걷엇을거', '생', '각하', '열받', '음']",어플 피 같은 세금 걷엇을거 생 각하 열받 음
1612,"['처음', '회원가입', '정말', '불편', '오류', '많고', '자전거', '동안', '시간', '낭비', '어플', '복잡', '그냥', '안타', '속편', '정도', '지금', '여기', '안좋', '은평', '무지', '많은데', '개선', '의지', '전혀', '없고', '실망', '입니다', '세금', '어이', '없고', '화가', '치밀', '어']",처음 회원가입 정말 불편 오류 많고 자전거 동안 시간 낭비 어플 복잡 그냥 안타 속편 정도 지금 여기 안좋 은평 무지 많은데 개선 의지 전혀 없고 실망 입니다 세금 어이 없고 화가 치밀 어
1613,"['대여', '동시', '반납', '재시', '도도', '안되', '통화', '안되', '미친거']",대여 동시 반납 재시 도도 안되 통화 안되 미친거
1614,"['비', '회원', '일일권', '구매', '결제', '완료', '문자', '자전거', '비밀번호', '한참', '어플', '확인', '있는', '부분', '없', '포', '기합', '천원', '샘', '다시', '이용']",비 회원 일일권 구매 결제 완료 문자 자전거 비밀번호 한참 어플 확인 있는 부분 없 포 기합 천원 샘 다시 이용
1615,"['QR', '코드', '이용', '대여', '하니', '빠르고', '편해요', '처음', '이용', '좋았네요']",QR 코드 이용 대여 하니 빠르고 편해요 처음 이용 좋았네요
1616,"['제발', '결제', '제대로', '컴퓨터', '면', '결제', '안되', '네']",제발 결제 제대로 컴퓨터 면 결제 안되 네
1617,"['우리나라', '좋은', '공공시설', '물', '선진국', '사실', '자랑', '스럽습니다', '한가지', '아쉬운건', '어플', '자주', '지연', '점', '입니다', '지금', '신설', '지금', '상태', '좋', '자전거', '노후', '시설', '보완', '점검', '걱정', '해결', '방안', '노인', '일자리', '창', '가보', '어떨까', '생각', '서울시', '화이팅']",우리나라 좋은 공공시설 물 선진국 사실 자랑 스럽습니다 한가지 아쉬운건 어플 자주 지연 점 입니다 지금 신설 지금 상태 좋 자전거 노후 시설 보완 점검 걱정 해결 방안 노인 일자리 창 가보 어떨까 생각 서울시 화이팅
1618,"['어플', '오류', '남', '돈', '임']",어플 오류 남 돈 임
1619,"['따릉이', '편리', '곳곳', '설치', '있더군요', '어플', '불편', '결제', '방식', '불편', '결제', '중간', '어플', '키', '기도', '코드', '인식', '안되', '교통카드', '등록', '통신', '상태', '안되', '좋다고만', '어플', '편', '리하', '개선', '좋을', '같네요']",따릉이 편리 곳곳 설치 있더군요 어플 불편 결제 방식 불편 결제 중간 어플 키 기도 코드 인식 안되 교통카드 등록 통신 상태 안되 좋다고만 어플 편 리하 개선 좋을 같네요
1620,"['이런', '어플', '처음', '대체', '누가', '계약', 'UX', '최악', '사용', '법도', '정말', '최악', '사', '용법', '유투브', '연결', '최악', '담당', '공무원', '이런', '황당', '어플', '검토', '조차', '오류', '많고']",이런 어플 처음 대체 누가 계약 UX 최악 사용 법도 정말 최악 사 용법 유투브 연결 최악 담당 공무원 이런 황당 어플 검토 조차 오류 많고
1621,"['대학생', '별', '과제', '급', '퀄리티', '병', '신', '같은', '어플', '무한', '로그인', '기본', '대여소', '거치', '현황', '실제', '완전', '반납', '대여', '헛', '수고', '대국민', '수건', '돌', '리기', '불편', '심혈', '어플']",대학생 별 과제 급 퀄리티 병 신 같은 어플 무한 로그인 기본 대여소 거치 현황 실제 완전 반납 대여 헛 수고 대국민 수건 돌 리기 불편 심혈 어플
1622,"['진짜', '열받', '어플', '느리고', '복잡', '대고', '겨우', '이번', '연결', '잭', '움직', '여보', '갑자기', '반납', '완료', '대요', '타지', '반납', '하니', '어이', '없네요', '따릉이', '불편']",진짜 열받 어플 느리고 복잡 대고 겨우 이번 연결 잭 움직 여보 갑자기 반납 완료 대요 타지 반납 하니 어이 없네요 따릉이 불편
1623,"['전기자전거', '좋겠']",전기자전거 좋겠
1624,"['전', '그랬는데', '결제', '약간', '텀이있', '아이디', '비밀번호', '찾기', '가안', '고합']",전 그랬는데 결제 약간 텀이있 아이디 비밀번호 찾기 가안 고합
1625,"['어플', '홈페이지', '전부', '안되', '상담원', '전부', '통화', '중이']",어플 홈페이지 전부 안되 상담원 전부 통화 중이
1626,"['장난', '아침', '타고', '왓는데', '저녁', '어플', '말']",장난 아침 타고 왓는데 저녁 어플 말
1627,"['어플', '제대로', '재능', '기부', '로딩', '시간', '미치겠네', '아주', '욕', '절로']",어플 제대로 재능 기부 로딩 시간 미치겠네 아주 욕 절로
1628,"['어플', '망했나요', '안되', '세금', '조사', '야할거', '같습니다', '부실']",어플 망했나요 안되 세금 조사 야할거 같습니다 부실
1629,['안되'],안되
1630,"['어플', '지하', '환불']",어플 지하 환불
1631,"['어플', '실행', '안되', '왜죱']",어플 실행 안되 왜죱
1632,"['있는데', '갑자기', '어플', '안되', '대여', '머', '평소', '느려서', '조금', '참고', '중인', '갑작스럽네요']",있는데 갑자기 어플 안되 대여 머 평소 느려서 조금 참고 중인 갑작스럽네요
1633,"['절차', '복잡', '겨자', '먹기', '사용']",절차 복잡 겨자 먹기 사용
1634,"['무슨', '어플', '바보', '켜', '지지도', '늦', '자전거', '타고', '어플', '지고', '웹', '느려서', '타지', '오히려', '시간', '어플', '이면', '믿음', '직스', '럽', '학생', '수준', '어플', '도대체', '뭡', '공무원', '일', '자랑']",무슨 어플 바보 켜 지지도 늦 자전거 타고 어플 지고 웹 느려서 타지 오히려 시간 어플 이면 믿음 직스 럽 학생 수준 어플 도대체 뭡 공무원 일 자랑
1635,"['어플', '새로', '업체', '기면', '구동', '빠르고', '도', '언제', '안드로이드', '버전', '입']",어플 새로 업체 기면 구동 빠르고 도 언제 안드로이드 버전 입
1636,"['려니', '어플', '이안', '짜증']",려니 어플 이안 짜증
1637,"['결제', '나니', '안되', '짐', '계속', '안되', '시간', '낭비', '돈', '낭비', '데이터', '낭비', '빡침', '환불', '전화', '지도', '욕']",결제 나니 안되 짐 계속 안되 시간 낭비 돈 낭비 데이터 낭비 빡침 환불 전화 지도 욕
1638,"['자전거', '통신', '장애', '만계', '속', '콜센터', '전화', '어플', '오류', '무슨', '공지', '없고', '너', '무한', '같습니다', '진짜']",자전거 통신 장애 만계 속 콜센터 전화 어플 오류 무슨 공지 없고 너 무한 같습니다 진짜
1639,"['지도', '확', '대하', '하얗게', '변해', '이런', '건가']",지도 확 대하 하얗게 변해 이런 건가
1640,"['최악', '어플', '로', '장가', '까운', '반납', '위치', '수도', '없어', '일일이', '아야', '횡단보도', '기', '다리', '분오', '버됐다', '천원', '어감']",최악 어플 로 장가 까운 반납 위치 수도 없어 일일이 아야 횡단보도 기 다리 분오 버됐다 천원 어감
1641,"['정말', '사용', '있는데요', '정기권', '구매', '분명', '결제', '티머니', '돈', '정기권', '구매', '해', '서요', '래서', '택시', '타구', '왓어용', '어어', '어디']",정말 사용 있는데요 정기권 구매 분명 결제 티머니 돈 정기권 구매 해 서요 래서 택시 타구 왓어용 어어 어디
1642,"['대만', '비교', '부끄럽습니다', '이번', '대만', '거기', '어플', '없', '어도', '교통카드', '있으면', '대여', '가능', '오류', '동안', '한번', '따릉이', '오류', '하니', '답답하네요', '공무원', '대만']",대만 비교 부끄럽습니다 이번 대만 거기 어플 없 어도 교통카드 있으면 대여 가능 오류 동안 한번 따릉이 오류 하니 답답하네요 공무원 대만
1643,"['무', '비회', '원', '로그인', '려니', '핸드폰', '인증', '흰', '화면', '안보', '여요', '스마트폰', '평가', '처음', '진짜', '짜증', '게', '사용', '하란', '진짜']",무 비회 원 로그인 려니 핸드폰 인증 흰 화면 안보 여요 스마트폰 평가 처음 진짜 짜증 게 사용 하란 진짜
1644,"['장난', '진짜', '일', '똑바로', '무슨', '인증번호', '오류', '낭비', '점도', '깝']",장난 진짜 일 똑바로 무슨 인증번호 오류 낭비 점도 깝
1645,"['회원가입', '조차', '안되', '삭제']",회원가입 조차 안되 삭제
1646,"['회원', '등록', '후블', '카드', '등록', '티머니', '카드', '수정']",회원 등록 후블 카드 등록 티머니 카드 수정
1647,"['처음', '회원가입', '과정', '굉장히', '까다롭습니다', '보안', '유지', '위해', '부분', '인정', '어르신', '접', '거의', '불가능', '수준', '같습니다', '시민', '위', '어플', '이지', '청년', '위', '어플', '명', '계정', '있다면', '추가', '인원', '위', '결제', '편해졌으면', '사용', '굉장히', '편했으나', '추천', '드', '리지']",처음 회원가입 과정 굉장히 까다롭습니다 보안 유지 위해 부분 인정 어르신 접 거의 불가능 수준 같습니다 시민 위 어플 이지 청년 위 어플 명 계정 있다면 추가 인원 위 결제 편해졌으면 사용 굉장히 편했으나 추천 드 리지
1648,"['회원', '회원가입', '안되', '핸드폰', '인증번호', '입력', '화면']",회원 회원가입 안되 핸드폰 인증번호 입력 화면
1649,['쓰레기'],쓰레기
1650,"['로그인', '결제', '어떻게', '안되', '남', '구경', '따릉이']",로그인 결제 어떻게 안되 남 구경 따릉이
1651,"['여자친구', '싸움']",여자친구 싸움
1652,['좋아요'],좋아요
1653,"['진짜', '세금', '도둑', '어플', '똑바로']",진짜 세금 도둑 어플 똑바로
1654,"['레알', '짜증']",레알 짜증
1655,"['비', '회원', '결제', '본인', '인증', '음으로', '진행', '안되', '다시', '결제', '햇', '문구', '출력']",비 회원 결제 본인 인증 음으로 진행 안되 다시 결제 햇 문구 출력
1656,"['있', '한번', '대여', '있는', '대여시간', '시간', '짧아요', '대여소', '향', '달리', '지난번', '대여소', '시간', '지나', '추가', '요금', '예전', '비', '지속', '개선', '필요', '해']",있 한번 대여 있는 대여시간 시간 짧아요 대여소 향 달리 지난번 대여소 시간 지나 추가 요금 예전 비 지속 개선 필요 해
1657,"['무슨', '천원', '이건', '너', '무하', '신호등', '무시', '사고', '나라', '건가']",무슨 천원 이건 너 무하 신호등 무시 사고 나라 건가
1658,"['만', '나이', '제한']",만 나이 제한
1659,"['상점', '고유', '식별', '번호', '오류', '이유', '결제', '바로', '완료', '가량', '결제', '실패', '오류', '메뉴', '가든', '뒤로가기', '버튼', '오류로', '거기', '이상', '이전', '페이지', '가지', '비정상', '종료', '없습니다', '점', '조치']",상점 고유 식별 번호 오류 이유 결제 바로 완료 가량 결제 실패 오류 메뉴 가든 뒤로가기 버튼 오류로 거기 이상 이전 페이지 가지 비정상 종료 없습니다 점 조치
1660,"['강남', '저렴', '아무', '반납', '가능', '편리']",강남 저렴 아무 반납 가능 편리
1661,"['정기권', '구매', '분명', '시간', '이용', '있다', '일반', '어떻게', '건가']",정기권 구매 분명 시간 이용 있다 일반 어떻게 건가
